file,beam,shot_number,lat_GEDI2A,lon_GEDI2A,rh98_GEDI2A,rh100_GEDI2A,elev_highest_GEDI2A,elev_lowest_GEDI2A,height_lastbin_GEDI2A,sensitivity_GEDI2A,l2a_quality_flag_GEDI2A,cover_GEDI2B,pai_GEDI2B,fhd_normal_GEDI2B,omega_GEDI2B,pgap_theta_GEDI2B,pgap_theta_error_GEDI2B,lat_GEDI2B,lon_GEDI2B,l2b_quality_flag_GEDI2B
GEDI02_A_2020273024726_O10181_03_T07074_02_003_02_V002.h5,BEAM1011,101811100300459676,17.971109588149133,-66.86011953972225,0.0,0.0,-19.498098,-19.498098,,1.7365774,0,,,,,,,17.971109588149133,-66.86011953972225,
GEDI02_A_2020273024726_O10181_03_T07074_02_003_02_V002.h5,BEAM1011,101811100300459677,17.970703991174293,-66.85978740666546,0.0,0.0,-20.512482,-20.512482,,3.9595273,0,,,,,,,17.970703991174293,-66.85978740666546,
GEDI02_A_2020273024726_O10181_03_T07074_02_003_02_V002.h5,BEAM1011,101811100300459678,17.970298601716316,-66.85945555016738,0.0,0.0,-19.999868,-19.999868,,-1.2578695,0,,,,,,,17.970298601716316,-66.85945555016738,
GEDI02_A_2020273024726_O10181_03_T07074_02_003_02_V002.h5,BEAM1011,101811100300459679,17.969892983437916,-66.85912353315025,0.0,0.0,-20.284616,-20.284616,,-0.40237004,0,,,,,,,17.969892983437916,-66.85912353315025,
GEDI02_A_2020273024726_O10181_03_T07074_02_003_02_V002.h5,BEAM1011,101811100300459680,17.969487301750213,-66.85879152470226,0.0,0.0,-20.477211,-20.477211,,0.4084937,0,,,,,,,17.969487301750213,-66.85879152470226,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0101,102420500300460699,17.977664218668053,-66.85817489778982,0.0,0.0,286.78458,286.78458,,-1.781837,0,,,,,,,17.977664218668053,-66.85817489778982,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0101,102420500300460700,17.977252889801786,-66.85784914287315,0.0,0.0,286.91553,286.91553,,-1.2226149,0,,,,,,,17.977252889801786,-66.85784914287315,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0101,102420500300460701,17.97684158862451,-66.85752327522258,0.0,0.0,286.8241,286.8241,,0.052441914,0,,,,,,,17.97684158862451,-66.85752327522258,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0101,102420500300460702,17.976430257653487,-66.85719752324776,0.0,0.0,286.8888,286.8888,,2.635227,0,,,,,,,17.976430257653487,-66.85719752324776,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0101,102420500300460703,17.976018890186584,-66.85687190162457,0.0,0.0,287.13858,287.13858,,-0.3104085,0,,,,,,,17.976018890186584,-66.85687190162457,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459944,17.977675750424133,-66.86524254192734,0.0,0.0,253.89392,253.89392,,-1.5128065,0,,,,,,,17.977675750424133,-66.86524254192734,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459945,17.97726410323064,-66.86491559634223,0.0,0.0,253.41322,253.41322,,0.43792075,0,,,,,,,17.97726410323064,-66.86491559634223,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459946,17.976852464377746,-66.8645889806487,0.0,0.0,253.33156,253.33156,,-2.573456,0,,,,,,,17.976852464377746,-66.8645889806487,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459947,17.9764409447113,-66.86426250009391,0.0,0.0,253.24945,253.24945,,7.224532,0,,,,,,,17.9764409447113,-66.86426250009391,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459948,17.9760294347143,-66.86393621772513,0.0,0.0,253.37973,253.37973,,-3.0166748,0,,,,,,,17.9760294347143,-66.86393621772513,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459949,17.975617970522947,-66.86360994305748,0.0,0.0,253.41473,253.41473,,2.5602605,0,,,,,,,17.975617970522947,-66.86360994305748,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459950,17.975206561137725,-66.86328360651436,0.0,0.0,253.2481,253.2481,,3.2401817,0,,,,,,,17.975206561137725,-66.86328360651436,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459951,17.974795159689307,-66.86295742446127,0.0,0.0,253.23851,253.23851,,2.868885,0,,,,,,,17.974795159689307,-66.86295742446127,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459952,17.974383796898735,-66.8626312228723,0.0,0.0,253.1078,253.1078,,1.7652329,0,,,,,,,17.974383796898735,-66.8626312228723,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459953,17.973972434076572,-66.8623051714042,0.0,0.0,253.13986,253.13986,,-0.34209058,0,,,,,,,17.973972434076572,-66.8623051714042,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459954,17.973561098333942,-66.86197912057675,0.0,0.0,253.09528,253.09528,,3.7928274,0,,,,,,,17.973561098333942,-66.86197912057675,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459955,17.97314977336904,-66.86165312378937,0.0,0.0,253.06897,253.06897,,2.843491,0,,,,,,,17.97314977336904,-66.86165312378937,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459956,17.972738468950002,-66.86132711657308,0.0,0.0,252.96066,252.96066,,1.8923757,0,,,,,,,17.972738468950002,-66.86132711657308,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459957,17.972327158091794,-66.86100122285869,0.0,0.0,252.97652,252.97652,,-0.22808163,0,,,,,,,17.972327158091794,-66.86100122285869,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459958,17.97191585354193,-66.86067534350451,0.0,0.0,252.96423,252.96423,,7.6823916,0,,,,,,,17.97191585354193,-66.86067534350451,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459959,17.971504551110936,-66.860349487677,0.0,0.0,252.94281,252.94281,,-3.6965046,0,,,,,,,17.971504551110936,-66.860349487677,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459960,17.97109308880253,-66.86002439467802,0.0,0.0,254.13786,254.13786,,-0.066060744,0,,,,,,,17.97109308880253,-66.86002439467802,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459961,17.970681938662707,-66.85969784066575,0.0,0.0,252.88571,252.88571,,1.7898091,0,,,,,,,17.970681938662707,-66.85969784066575,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459962,17.970270613870404,-66.85937207678039,0.0,0.0,252.90805,252.90805,,2.875571,0,,,,,,,17.970270613870404,-66.85937207678039,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459963,17.96985927368954,-66.85904634708544,0.0,0.0,252.9618,252.9618,,-2.249461,0,,,,,,,17.96985927368954,-66.85904634708544,
GEDI02_A_2020277011506_O10242_03_T08344_02_003_02_V002.h5,BEAM0110,102420600300459964,17.96944791243782,-66.85872065123715,0.0,0.0,253.05437,253.05437,,5.600561,0,,,,,,,17.96944791243782,-66.85872065123715,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0101,158170500200080995,17.96960868830994,-66.85772559858582,4.75,6.4,131.31569,124.911545,,0.98954695,1,,,,,,,17.96960868830994,-66.85772559858582,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0101,158170500200080996,17.97001444514027,-66.85739446536591,5.5,7.19,136.62013,129.4295,,0.9865854,1,,,,,,,17.97001444514027,-66.85739446536591,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0101,158170500200080997,17.970420827394555,-66.8570635144991,4.08,5.84,137.91187,132.06949,,0.9866234,1,,,,,,,17.970420827394555,-66.8570635144991,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339348,17.969477367020836,-66.86536112808847,4.38,5.91,106.13486,100.21777,,0.9658737,1,,,,,,,17.969477367020836,-66.86536112808847,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339349,17.969882824249485,-66.86502995240947,3.63,5.13,110.27474,105.144104,,0.967636,1,,,,,,,17.969882824249485,-66.86502995240947,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339350,17.970291191838204,-66.86469993683156,6.02,7.67,108.251434,100.5742,,0.98406297,1,,,,,,,17.970291191838204,-66.86469993683156,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339351,17.97069728112228,-66.86436894259306,6.7,8.2,111.910706,103.709175,,0.9659806,1,,,,,,,17.97069728112228,-66.86436894259306,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339352,17.971100817701057,-66.86403685422226,8.23,10.26,125.73966,115.478386,,0.9839742,1,,,,,,,17.971100817701057,-66.86403685422226,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339353,17.971503048730295,-66.86370418547725,6.36,8.12,139.89311,131.76648,,0.9884794,1,,,,,,,17.971503048730295,-66.86370418547725,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339354,17.97190753323143,-66.86337239646264,5.69,7.22,148.0455,140.81766,,0.96184015,1,,,,,,,17.97190753323143,-66.86337239646264,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339355,17.972316324231603,-66.86304233408632,5.35,7.07,142.9226,135.84457,,0.9697162,1,,,,,,,17.972316324231603,-66.86304233408632,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339356,17.972724040370995,-66.8627117781725,8.38,10.29,144.9903,134.69156,,0.96216697,1,,,,,,,17.972724040370995,-66.8627117781725,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339357,17.97313096473363,-66.86238084341736,9.84,11.68,148.12498,136.44061,,0.98416543,1,,,,,,,17.97313096473363,-66.86238084341736,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339358,17.973538006692493,-66.8620499053564,9.77,11.64,149.73958,138.09265,,0.98484373,1,,,,,,,17.973538006692493,-66.8620499053564,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339359,17.973944279659182,-66.86171859286067,7.56,8.76,151.37671,142.61343,,0.9247884,1,,,,,,,17.973944279659182,-66.86171859286067,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339360,17.974350128550196,-66.86138704880163,4.38,5.99,154.8655,148.8735,,0.9849606,1,,,,,,,17.974350128550196,-66.86138704880163,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339361,17.97475692593211,-66.86105583590609,5.09,6.51,158.86507,152.34879,,0.9643286,1,,,,,,,17.97475692593211,-66.86105583590609,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339362,17.975165123109385,-66.86072513696128,8.46,10.18,161.7542,151.56783,,0.9871846,1,,,,,,,17.975165123109385,-66.86072513696128,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339363,17.97557305841616,-66.86039426744173,6.02,7.48,159.53781,152.04784,,0.9666929,1,,,,,,,17.97557305841616,-66.86039426744173,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339364,17.97598024739456,-66.86006302527548,5.5,7.11,162.5295,155.41402,,0.9904766,1,,,,,,,17.97598024739456,-66.86006302527548,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339365,17.976388075786158,-66.85973197888532,5.2,6.77,163.87717,157.09874,,0.96522844,1,,,,,,,17.976388075786158,-66.85973197888532,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339366,17.9767948750996,-66.85940043898135,4.64,6.29,168.93819,162.64662,,0.9671961,1,,,,,,,17.9767948750996,-66.85940043898135,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339367,17.97720350613111,-66.859069583851,7.82,9.51,172.11145,162.59927,,0.9864759,1,,,,,,,17.97720350613111,-66.859069583851,
GEDI02_A_2021270173239_O15817_02_T03105_02_003_02_V002.h5,BEAM0110,158170600200339368,17.97761176131606,-66.8587385019227,7.93,9.81,174.09045,164.27872,,0.9853228,1,,,,,,,17.97761176131606,-66.8587385019227,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081542,17.970104302367396,-66.86614871488868,4.89,5.79,116.50097,110.70934,,0.97537065,1,,,,,,,17.970104302367396,-66.86614871488868,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081543,17.97051078983286,-66.86581768625511,3.92,4.82,116.14374,111.32361,,0.9593914,1,,,,,,,17.97051078983286,-66.86581768625511,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081544,17.970915438990023,-66.86549200320407,6.65,7.13,111.25197,104.11519,,0.89035016,0,,,,,,,17.970915438990023,-66.86549200320407,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081545,17.97132198300304,-66.86516077591536,6.16,6.76,111.89619,105.133064,,0.9338902,1,,,,,,,17.97132198300304,-66.86516077591536,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081546,17.971728995880355,-66.86482818241518,16.1,16.66,124.88797,108.22304,,0.9325064,1,,,,,,,17.971728995880355,-66.86482818241518,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081547,17.972139474609722,-66.86448549306982,14.08,14.6,140.85417,126.24433,,0.93827516,1,,,,,,,17.972139474609722,-66.86448549306982,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081548,17.972547768466953,-66.86414923102798,7.84,8.85,143.70256,134.84698,,0.90254515,1,,,,,,,17.972547768466953,-66.86414923102798,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081549,17.972951876759957,-66.86382526143545,14.31,15.17,140.55544,125.38511,,0.95339185,1,,,,,,,17.972951876759957,-66.86382526143545,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081550,17.973357386559712,-66.86349727559292,13.37,14.34,136.24382,121.89554,,0.9567859,1,,,,,,,17.973357386559712,-66.86349727559292,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081551,17.97376767443948,-66.86315542282117,9.6,10.49,149.3968,138.89716,,0.9032399,1,,,,,,,17.97376767443948,-66.86315542282117,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081552,17.97417620073852,-66.86281883681002,6.05,6.91,155.09724,148.18466,,0.9626857,1,,,,,,,17.97417620073852,-66.86281883681002,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081553,17.974583496367654,-66.86248597539398,7.51,8.51,160.5551,152.0358,,0.95699006,1,,,,,,,17.974583496367654,-66.86248597539398,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081554,17.97498971829853,-66.86215640250417,8.55,9.19,160.28099,151.08911,,0.93879193,1,,,,,,,17.97498971829853,-66.86215640250417,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081555,17.975396860778815,-66.86182429809078,8.03,8.89,162.8136,153.92065,,0.9402173,1,,,,,,,17.975396860778815,-66.86182429809078,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081556,17.97580415236068,-66.86149191278716,6.57,7.51,164.71819,157.20776,,0.90508205,1,,,,,,,17.97580415236068,-66.86149191278716,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081557,17.97621136086211,-66.86115991505646,7.54,8.4,168.37007,159.96286,,0.9592089,1,,,,,,,17.97621136086211,-66.86115991505646,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081558,17.97661906431045,-66.86082662415194,7.65,8.59,173.24422,164.65019,,0.9483873,1,,,,,,,17.97661906431045,-66.86082662415194,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081559,17.977025660416587,-66.86049670748856,12.62,13.67,178.06674,164.39104,,0.9620581,1,,,,,,,17.977025660416587,-66.86049670748856,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081560,17.977433534437594,-66.86016319763642,8.36,9.37,178.82323,169.44452,,0.9536207,1,,,,,,,17.977433534437594,-66.86016319763642,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0011,196760300200081561,17.97783895074166,-66.85983700345716,8.51,9.41,173.14508,163.729,,0.9556432,1,,,,,,,17.97783895074166,-66.85983700345716,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0101,196760500200080614,17.96942557617836,-66.8588225566105,5.19,6.68,130.97397,124.28797,,0.96078855,1,,,,,,,17.96942557617836,-66.8588225566105,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0101,196760500200080615,17.970652916007136,-66.85781936371981,4.25,5.78,143.90439,138.11484,,0.98065156,1,,,,,,,17.970652916007136,-66.85781936371981,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0101,196760500200080616,17.971059108265305,-66.85749202396835,3.84,5.22,137.89514,132.66588,,0.9686166,1,,,,,,,17.971059108265305,-66.85749202396835,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0101,196760500200080617,17.971461963706737,-66.85717280498997,8.81,10.57,126.23376,115.66316,,0.97847766,1,,,,,,,17.971461963706737,-66.85717280498997,
GEDI02_A_2022154150317_O19676_02_T05951_02_003_02_V002.h5,BEAM0101,196760500200080618,17.97186804521898,-66.85684561270853,18.0,19.83,129.84671,110.01284,,0.982712,1,,,,,,,17.97186804521898,-66.85684561270853,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460582,17.977888258377476,-66.86099886552816,0.0,0.0,199.8617,199.8617,,0.14096402,0,,,,,,,17.977888258377476,-66.86099886552816,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460583,17.977481084587676,-66.8606656678278,0.0,0.0,199.97002,199.97002,,0.42251614,0,,,,,,,17.977481084587676,-66.8606656678278,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460584,17.97707392934215,-66.86033252097852,0.0,0.0,199.88657,199.88657,,2.1933625,0,,,,,,,17.97707392934215,-66.86033252097852,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460585,17.976666815853136,-66.85999949403782,0.0,0.0,199.55006,199.55006,,0.1830925,0,,,,,,,17.976666815853136,-66.85999949403782,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460586,17.976259532648566,-66.85966587434311,0.0,0.0,199.77168,199.77168,,-1.249511,0,,,,,,,17.976259532648566,-66.85966587434311,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460587,17.97585219815783,-66.8593320481305,0.0,0.0,200.13615,200.13615,,2.8575666,0,,,,,,,17.97585219815783,-66.8593320481305,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460588,17.97544508803432,-66.85899892530861,0.0,0.0,199.64374,199.64374,,4.577289,0,,,,,,,17.97544508803432,-66.85899892530861,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460589,17.975037773355822,-66.85866506893296,0.0,0.0,199.91397,199.91397,,2.5889463,0,,,,,,,17.975037773355822,-66.85866506893296,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460590,17.97463065279745,-66.85833179497959,0.0,0.0,199.49525,199.49525,,3.360416,0,,,,,,,17.97463065279745,-66.85833179497959,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460591,17.974223310604117,-66.85799771777336,0.0,0.0,199.94724,199.94724,,5.2226677,0,,,,,,,17.974223310604117,-66.85799771777336,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460592,17.973816294166074,-66.85766464858577,0.0,0.0,199.26549,199.26549,,2.143956,0,,,,,,,17.973816294166074,-66.85766464858577,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460593,17.973409025022537,-66.85733065246907,0.0,0.0,199.62543,199.62543,,3.6069708,0,,,,,,,17.973409025022537,-66.85733065246907,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0011,196820300300460594,17.973001959572482,-66.85699724128628,0.0,0.0,199.35541,199.35541,,0.1869041,0,,,,,,,17.973001959572482,-66.85699724128628,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0101,196820500300460624,17.971863143345406,-66.86616835255518,5.58,5.77,1541.0109,1535.2346,,0.9622395,0,,,,,,,17.971863143345406,-66.86616835255518,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0101,196820500300460625,17.971443647855125,-66.86579426235026,0.0,0.0,1579.8375,1579.8375,,0.084470555,0,,,,,,,17.971443647855125,-66.86579426235026,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0101,196820500300460626,17.971058994722945,-66.8655309356072,27.72,28.21,1535.7417,1507.5314,,0.94388473,0,,,,,,,17.971058994722945,-66.8655309356072,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0101,196820500300460628,17.970654622503435,-66.86616229922844,0.0,0.0,142.08478,142.08478,,-0.9413351,0,,,,,,,17.970654622503435,-66.86616229922844,
GEDI02_A_2022155002024_O19682_03_T01382_02_003_02_V002.h5,BEAM0101,196820500300460629,17.96982066810664,-66.86447537305682,17.99,18.26,1587.6567,1569.3965,,0.94932526,0,,,,,,,17.96982066810664,-66.86447537305682,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340347,17.97339505374179,-66.86596029761513,6.78,8.53,126.28412,117.74752,,0.98591536,1,,,,,,,17.97339505374179,-66.86596029761513,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340348,17.973807354363903,-66.86562155377159,5.85,7.79,134.34377,126.55273,,0.96517146,1,,,,,,,17.973807354363903,-66.86562155377159,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340349,17.97421794376098,-66.8652853086455,4.88,6.82,138.99884,132.17702,,0.98697776,1,,,,,,,17.97421794376098,-66.8652853086455,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340350,17.974629495444823,-66.86494767112599,4.62,5.96,145.5265,139.56207,,0.9576108,1,,,,,,,17.974629495444823,-66.86494767112599,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340351,17.975039284051903,-66.86461260791607,5.14,6.93,150.61087,143.67723,,0.9858863,1,,,,,,,17.975039284051903,-66.86461260791607,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340352,17.975453414859103,-66.86427123488454,4.8,6.59,162.39583,155.79767,,0.9833348,1,,,,,,,17.975453414859103,-66.86427123488454,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340353,17.97586400669784,-66.86393502187063,7.08,9.05,170.4305,161.37201,,0.98831606,1,,,,,,,17.97586400669784,-66.86393502187063,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340354,17.976273733837477,-66.86360007692134,6.52,8.31,173.6558,165.34288,,0.9849692,1,,,,,,,17.976273733837477,-66.86360007692134,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340355,17.976683143185713,-66.86326560478096,4.24,5.7,174.42474,168.72127,,0.9665594,1,,,,,,,17.976683143185713,-66.86326560478096,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340356,17.97709093447993,-66.86293349737244,5.81,7.49,176.60367,169.11084,,0.98535234,1,,,,,,,17.97709093447993,-66.86293349737244,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340357,17.977495395041647,-66.86260624884805,9.31,11.14,174.4937,163.34766,,0.9831016,1,,,,,,,17.977495395041647,-66.86260624884805,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM0110,202100600200340358,17.97789819285285,-66.86228143147828,7.08,8.72,163.23918,154.51619,,0.96765536,1,,,,,,,17.97789819285285,-66.86228143147828,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM1000,202100800200082977,17.96945563331906,-66.85753017817021,5.96,7.86,129.87744,122.01599,,0.98641306,1,,,,,,,17.96945563331906,-66.85753017817021,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM1000,202100800200082978,17.969866317741175,-66.8571943477429,6.59,8.34,135.57426,127.22847,,0.9905372,1,,,,,,,17.969866317741175,-66.8571943477429,
GEDI02_A_2022189012541_O20210_02_T00259_02_003_03_V002.h5,BEAM1000,202100800200082979,17.970275621579628,-66.8568603624169,4.61,6.25,136.36665,130.1073,,0.9858177,1,,,,,,,17.970275621579628,-66.8568603624169,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460471,17.977751365394354,-66.86088076702195,0.0,0.0,84.30773,84.30773,,-3.9823575,0,,,,,,,17.977751365394354,-66.86088076702195,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460472,17.97734568801634,-66.86054867128173,0.0,0.0,84.547035,84.547035,,4.29998,0,,,,,,,17.97734568801634,-66.86054867128173,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460473,17.97694013057422,-66.86021662033237,0.0,0.0,84.35713,84.35713,,-1.4813272,0,,,,,,,17.97694013057422,-66.86021662033237,
